fcltNo,station_name,line,station_no,exit_no,detail_pos,start_floor_type,start_floor,end_floor_type,end_floor,status
1804620,봉화산,6호선,647,신내 방면8-3,신내 방면8-3,지하,B2,지하,B1,M
1310886,새절,6호선,616,1,1번 출입구,지하,B1,지상,1,M
1804622,봉화산,6호선,647,4,화랑대 방면1-2,지하,B2,지하,B1,M
1310892,증산,6호선,617,내부,새절 방면5-1,지하,B1,지하,B2,M
1310893,증산,6호선,617,내부,디지털미디어시티 방면4-3,지하,B1,지하,B2,M
1310901,디지털미디어시티,6호선,618,내부,증산 방면1-1,지하,B1,지하,B2,M
1310902,디지털미디어시티,6호선,618,내부,월드컵경기장 방면8-4,지하,B1,지하,B2,M
1310903,디지털미디어시티,6호선,618,4,4번 출입구,지하,B1,지상,1,M
1829077,증산,6호선,617,2번 출입구,2번 출입구,지하,B1,지상,1,M
1310915,월드컵경기장,6호선,619,내부,디지털미디어시티 방면4-4,지하,B2,지하,B3,M
1310916,월드컵경기장,6호선,619,내부,마포구청 방면4-4,지하,B2,지하,B3,M
1310917,월드컵경기장,6호선,619,2,2번 출입구,지하,B2,지상,1,M
1310930,마포구청,6호선,620,내부,월드컵경기장 방면1-1,지하,B2,지하,B3,M
1821999,구산,6호선,615,내부,응암 방면5-4,지하,B1,지하,B4,M
1310931,마포구청,6호선,620,내부,망원 방면8-4,지하,B2,지하,B3,M
1310932,마포구청,6호선,620,8,8번 출입구,지하,B2,지상,1,M
1310933,마포구청,6호선,620,2,2번 출입구,지하,B2,지상,1,M
1310950,망원,6호선,621,내부,마포구청 방면5-1,지하,B1,지하,B2,M
1310951,망원,6호선,621,2,합정 방면5-2,지하,B2,지상,1,M
1310954,합정,6호선,622,내부,망원 방면4-2,지하,B1,지하,B4,M
1310955,합정,6호선,622,내부,상수 방면5-1,지하,B3,지하,B4,M
1310956,합정,6호선,622,6,6번 출입구,지하,B1,지상,1,M
1310970,상수,6호선,623,내부,"합정 방면4-4, 광흥창 방면5-1",지하,B2,지하,B3,M
1821940,대흥,6호선,625,3,3번 출구,지하,B2,지상,1,M
1310983,광흥창,6호선,624,1,1번 출입구,지하,B2,지상,1,M
1310984,광흥창,6호선,624,내부,"상수 방면1-2, 대흥 방면8-3",지하,B2,지하,B3,M
1310985,광흥창,6호선,624,4,4번 출입구,지하,B1,지상,1,M
1310996,대흥,6호선,625,내부,"광흥창 방면4-4, 공덕 방면5-1",지하,B2,지하,B3,M
1310997,대흥,6호선,625,내부,대합실,지하,B1,지하,B2,M
1311004,공덕,6호선,626,내부,대흥 방면4-4,지하,B1,지하,B2,M
1311005,공덕,6호선,626,내부,효창공원 방면4-4,지하,B1,지하,B2,M
1311006,공덕,6호선,626,5,5번 출입구,지하,B1,지상,1,M
1311007,공덕,6호선,626,내부,대흥 방면1-1,지하,B2,지하,B3,M
1311008,공덕,6호선,626,내부,효창공원앞 방면8-4,지하,B2,지하,B3,M
1311018,효창공원앞,6호선,627,내부,"공덕 방면5-3, 삼각지 방면4-2",지하,B2,지하,B3,M
1311019,효창공원앞,6호선,627,내부,대합실,지하,B1,지하,B2,M
1311028,삼각지,6호선,628,내부,"효창공원앞 방면1-1,녹사평 방면8-4",지하,B3,지하,B4,M
1311029,삼각지,6호선,628,내부,"녹사평 방면1-1, 효창공원앞 방면8-4",지하,B3,지하,B4,M
1311030,삼각지,6호선,628,8,8번 출입구,지하,B3,지상,1,M
1311031,삼각지,6호선,628,12,12번 출입구,지하,B3,지상,1,M
1311032,삼각지,6호선,628,내부,"환승통로(효창공원앞 방면6-1,녹사평 방면4-4)",지하,B3,지하,B4,M
1311048,녹사평,6호선,629,내부,"삼각지 방면4-3, 이태원 방면5-1",지하,B4,지하,B5,M
1311049,녹사평,6호선,629,내부,대합실,지하,B2,지하,B4,M
1311050,녹사평,6호선,629,3,3번 출입구,지하,B2,지상,1,M
1311064,이태원,6호선,630,내부,"녹사평 방면3-1, 한강진 방면6-3",지하,B1,지하,B5,I
1311065,이태원,6호선,630,2,2번 출입구,지하,B1,지상,1,I
1311070,한강진,6호선,631,내부,이태원 방면5-2,지하,B3,지하,B4,M
1311071,한강진,6호선,631,내부,버티고개 방면4-2,지하,B1,지하,B4,M
1311072,한강진,6호선,631,3,3번 출입구,지하,B1,지상,1,M
1311077,버티고개,6호선,632,내부,대합실(경사형),지하,B3,지하,B4,M
1311078,버티고개,6호선,632,내부,대합실,지하,B3,지하,B4,M
1311079,버티고개,6호선,632,내부,한강진 방면4-2,지하,B2,지하,B3,M
1311080,버티고개,6호선,632,내부,약수 방면5-3,지하,B1,지하,B2,M
1311081,버티고개,6호선,632,2,2번 출입구,지하,B1,지상,1,M
1311086,약수,6호선,633,내부,버티고개 방면5-1,지하,B2,지하,B3,M
1311087,약수,6호선,633,내부,청구 방면4-4,지하,B2,지하,B3,M
1311088,약수,6호선,633,내부,버티고개 방면6-1,지하,B3,지하,B1,M
1311089,약수,6호선,633,내부,환승통로,지하,B1,지하,B2,M
1311101,청구,6호선,634,내부,"신금호 방면5-3, 동대문역사문화공원 방면4-1",지하,B3,지하,B4,M
1311102,청구,6호선,634,내부,약수 방면6-2,지하,B3,지하,B1,M
1311103,청구,6호선,634,내부,신당 방면6-2,지하,B3,지하,B1,M
1311104,청구,6호선,634,3,3번 출입구,지하,B1,지상,1,M
1311105,청구,6호선,634,1,1번 출입구,지하,B1,지상,1,M
1311116,신당,6호선,635,내부,"청구 방면5-3, 동묘앞 방면4-2",지하,B1,지하,B3,M
1311138,동묘앞,6호선,636,내부,"신당 방면3-3, 창신 방면6-2",지하,B2,지하,B3,M
1311139,동묘앞,6호선,636,내부,"신당 방면8-4, 창신 방면1-1",지하,B2,지하,B3,M
1311154,창신,6호선,637,내부,"동묘앞 방면4-2, 보문 방면5-3",지하,B1,지하,B4,M
1311155,창신,6호선,637,"3,4","3,4번 출입구 사이",지하,B1,지상,1,M
1311159,보문,6호선,638,내부,"창신 방면4-4 , 안암 방면5-1",지하,B2,지하,B3,M
1311164,안암,6호선,639,내부,보문 방면5-2,지하,B2,지하,B3,M
1311165,안암,6호선,639,내부,고려대 방면4-3,지하,B2,지하,B3,M
1311166,안암,6호선,639,1,1번 출입구,지하,B2,지상,1,M
1311173,고려대,6호선,640,내부,안암 방면6-2,지하,B1,지하,B4,M
1311174,고려대,6호선,640,내부,월곡 방면3-2,지하,B1,지하,B4,M
1311175,고려대,6호선,640,1,1번 출입구,지하,B1,지상,1,M
1311176,고려대,6호선,640,"3,4","3,4번 출입구 사이",지하,B1,지상,1,M
1620259,상수,6호선,623,3,3번 출입구,지하,B1,지상,1,M
1311189,월곡,6호선,641,내부,고려대 방면4-4,지하,B2,지하,B3,M
1620262,신내,6호선,648,내부,"신내, 봉화산 방면8-3",지상,1,지상,2,M
1311190,월곡,6호선,641,내부,상월곡 방면4-4,지하,B2,지하,B3,M
1311191,월곡,6호선,641,"1,5","1,5번 출입구 사이",지하,B2,지상,1,M
1311205,상월곡,6호선,642,4,4번 출입구,지하,B2,지상,1,M
1311221,석계,6호선,644,내부,돌곶이 방면3-3,지하,B2,지하,B3,M
1311222,석계,6호선,644,내부,태릉입구 방면6-2,지하,B2,지하,B3,M
1311223,석계,6호선,644,1,1번 출입구,지하,B2,지상,1,M
1311224,석계,6호선,644,4,4번 출입구,지하,B2,지상,1,S
1311243,태릉입구,6호선,645,내부,석계 방면5-3,지하,B1,지하,B2,M
1311244,태릉입구,6호선,645,내부,화랑대 방면3-4,지하,B1,지하,B2,M
1311245,태릉입구,6호선,645,8,8번 출입구,지하,B1,지상,1,M
1311246,태릉입구,6호선,645,6,6번 출입구,지하,B1,지상,1,M
1311262,화랑대,6호선,646,내부,태릉입구 방면5-4,지하,B1,지하,B2,M
1311263,화랑대,6호선,646,내부,봉화산 방면4-1,지하,B1,지하,B2,M
1311264,화랑대,6호선,646,1,1번 출입구,지하,B1,지상,1,M
1311265,화랑대,6호선,646,7,7번 출입구,지하,B1,지상,1,M
1311270,봉화산,6호선,647,2,2번 출입구,지하,B1,지상,1,M
1311271,봉화산,6호선,647,4,4번 출입구,지하,B1,지상,1,M
1496597,건대입구,7호선,727,내부,어린이대공원 방면5-4,지하,B2,지하,B3,M
1496599,건대입구,7호선,727,내부,자양방면 4-1,지하,B2,지하,B3,M
1311609,숭실대입구,7호선,738,내부,남성 방면6-1,지하,B2,지하,B6,I
1311753,천왕,7호선,749,2,2번 출입구,지하,B1,지상,1,M
1781126,남성,7호선,737,2,2번 출입구,지하,B2,지상,1,I
1781141,노원,7호선,713,5,5번 출입구,지하,B1,지상,1,I
1805711,수락산,7호선,711,내부,도봉산 방면1-1,지하,B3,지하,B2,M
1805713,수락산,7호선,711,내부,마들 방면8-2,지하,B3,지하,B2,M
1805468,광명사거리,7호선,748,철산 방면1-1,철산 방면1-1,지하,B3,지하,B2,M
1311291,마들,7호선,712,내부,"수락산 방면8-4, 노원 방면1-1",지하,B1,지하,B3,M
1311292,마들,7호선,712,5,5번 출입구,지하,B1,지상,1,M
1311293,마들,7호선,712,4,4번 출입구,지하,B1,지상,1,M
1311294,마들,7호선,712,2,2번 출입구,지하,B1,지상,1,M
1311302,노원,7호선,713,내부,"마들 방면4-4, 중계 방면4-3",지하,B3,지하,B1,M
1311304,노원,7호선,713,6,6번 출입구,지하,B1,지상,1,M
1311320,중계,7호선,714,내부,"노원 방면5-1, 하계 방면4-4",지하,B2,지하,B3,M
1311321,중계,7호선,714,5,5번 출입구,지하,B2,지상,1,M
1311322,중계,7호선,714,3,3번 출입구,지하,B2,지상,1,M
1311327,하계,7호선,715,6,6번 출입구,지하,B1,지상,1,M
1311328,하계,7호선,715,내부,"중계 방면4-4, 공릉 방면5-1",지하,B3,지하,B1,M
1311329,하계,7호선,715,1,1번 출입구,지하,B1,지상,1,M
1804644,태릉입구,7호선,717,2,2번 출입구,지하,B4,지상,1,M
1311334,공릉,7호선,716,내부,하계 방면7-3,지하,B2,지하,B4,M
1311335,공릉,7호선,716,내부,태릉입구 방면2-2,지하,B1,지하,B4,M
1311336,공릉,7호선,716,2,2번 출입구,지하,B1,지상,1,M
1311343,태릉입구,7호선,717,내부,공릉 방면6-4,지하,B4,지하,B1,M
1311351,먹골,7호선,718,내부,태릉입구 방면4-4,지하,B2,지하,B3,I
1311352,먹골,7호선,718,내부,중화 방면5-1,지하,B2,지하,B3,I
1311438,자양,7호선,728,1,1번 출입구,지상,1,지상,2,M
1311439,자양,7호선,728,내부,건대입구 방면1-4,지상,2,지상,3,M
1311440,자양,7호선,728,내부,청담 방면7-4,지상,2,지상,3,M
1822397,청담,7호선,729,내부,장암 방면7-4,지하,B3,지하,B4,M
1311445,청담,7호선,729,5,5번 출입구,지하,B3,지상,1,M
1822399,청담,7호선,729,내부,석남 방면2-1,지하,B3,지하,B4,M
1311446,청담,7호선,729,10,10번 출입구,지하,B3,지상,1,M
1311465,강남구청,7호선,730,내부,청담 방면1-1,지하,B2,지하,B3,M
1311466,강남구청,7호선,730,내부,학동 방면8-4,지하,B2,지하,B3,M
1311475,학동,7호선,731,내부,강남구청 방면4-4,지하,B2,지하,B3,M
1311476,학동,7호선,731,내부,논현 방면5-1,지하,B2,지하,B3,M
1311477,학동,7호선,731,3,3번 출입구,지하,B2,지상,1,M
1311488,논현,7호선,732,내부,학동 방면7-4,지하,B2,지하,B3,M
1311717,가산디지털단지,7호선,746,내부,남구로 방면5-4,지하,B2,지하,B4,M
1311718,가산디지털단지,7호선,746,내부,철산 방면4-1,지하,B2,지하,B4,M
1311719,가산디지털단지,7호선,746,내부,대합실,지하,B1,지하,B2,M
1311720,가산디지털단지,7호선,746,6,9번 출입구,지하,B1,지상,1,M
1311303,노원,7호선,713,3,3번 출입구,지하,B1,지상,1,M
1311737,철산,7호선,747,내부,가산디지털단지 방면5-1,지하,B1,지하,B2,M
1311738,철산,7호선,747,내부,광명사거리 방면4-4,지하,B1,지하,B2,M
1311739,철산,7호선,747,1,1번 출입구,지하,B1,지상,1,M
1311740,철산,7호선,747,4,4번 출입구,지하,B1,지상,1,M
1311747,광명사거리,7호선,748,내부,천왕 방면2-1,지하,B2,지하,B3,M
1311748,광명사거리,7호선,748,2,2번 출입구,지하,B2,지상,1,M
1311750,천왕,7호선,749,내부,광명사거리 방면5-1,지하,B1,지하,B2,M
1311751,천왕,7호선,749,내부,온수 방면4-4,지하,B1,지하,B2,M
1311752,천왕,7호선,749,3,3번 출입구,지하,B1,지상,1,M
1311760,온수,7호선,750,내부,천왕 방면4-4,지하,B1,지하,B2,M
1311761,온수,7호선,750,내부,까치울 방면5-1,지하,B1,지하,B2,M
1311762,온수,7호선,750,2,2번 출입구,지하,B1,지상,1,M
1620269,도봉산,7호선,710,1-1,1-1번 출입구,지하,B1,지상,1,M
1620273,숭실대입구,7호선,738,3,3번 출입구,지하,B2,지상,1,M
1311278,장암,7호선,709,1,1번 출입구,지상,1,지상,2,M
1311279,장암,7호선,709,1,1번 출입구,지상,1,지상,2,M
1311280,도봉산,7호선,710,2,장암 방면7-2,지상,1,지상,2,M
1311281,도봉산,7호선,710,2,수락산 방면1-4,지상,1,지상,2,M
1311282,도봉산,7호선,710,내부,장암 방면3-4,지상,1,지상,2,M
1311283,도봉산,7호선,710,내부,수락산 방면4-2,지상,1,지상,2,M
1311284,수락산,7호선,711,1,1번 출입구,지하,B2,지상,1,M
1311353,먹골,7호선,718,2,2번 출입구,지하,B2,지상,1,I
1311358,중화,7호선,719,내부,먹골 방면4-4,지하,B1,지하,B3,M
1311359,중화,7호선,719,내부,상봉 방면5-1,지하,B2,지하,B3,M
1311360,중화,7호선,719,3,3번 출입구,지하,B1,지상,1,M
1311361,상봉,7호선,720,내부,중화 방면3-2,지하,B3,지하,B1,M
1311362,상봉,7호선,720,내부,면목 방면6-2,지하,B3,지하,B1,M
1311363,상봉,7호선,720,내부,중화 방면4-2,지하,B2,지하,B3,M
1311364,상봉,7호선,720,내부,면목 방면5-1,지하,B2,지하,B3,M
1311365,상봉,7호선,720,3,3번 출입구,지하,B1,지상,1,M
1311372,면목,7호선,721,내부,상봉 방면4-4,지하,B1,지하,B4,M
1311373,면목,7호선,721,내부,사가정 방면5-2,지하,B3,지하,B4,M
1311374,면목,7호선,721,3,3번 출입구,지하,B1,지상,1,M
1311381,사가정,7호선,722,내부,면목 방면3-3,지하,B3,지하,B4,M
1311382,사가정,7호선,722,내부,용마산 방면6-2,지하,B1,지하,B4,M
1311383,사가정,7호선,722,3,3번 출입구,지하,B1,지상,1,M
1311394,용마산,7호선,723,내부,사가정 방면3-3,지하,B3,지하,B4,M
1311395,용마산,7호선,723,내부,중곡 방면6-1,지하,B1,지하,B4,M
1311396,용마산,7호선,723,1,1번 출입구,지하,B1,지상,2,M
1311405,중곡,7호선,724,내부,용마산 방면4-4,지하,B2,지하,B3,M
1311406,중곡,7호선,724,내부,군자 방면5-1,지하,B2,지하,B3,M
1311407,중곡,7호선,724,1,1번 출입구,지하,B2,지상,1,M
1311410,군자,7호선,725,7,7번 출입구,지하,B1,지상,1,M
1311411,어린이대공원,7호선,726,내부,군자 방면3-3,지하,B3,지하,B1,M
1311412,어린이대공원,7호선,726,내부,건대입구 방면6-2,지하,B3,지하,B1,M
1311413,어린이대공원,7호선,726,1,1번 출입구,지하,B1,지상,1,M
1311414,어린이대공원,7호선,726,5,5번 출입구,지하,B1,지상,1,M
1311489,논현,7호선,732,내부,반포 방면2-1,지하,B2,지하,B3,M
1311490,논현,7호선,732,8,10번 출입구,지하,B2,지상,1,M
1311511,반포,7호선,733,내부,논현 방면5-1,지하,B2,지하,B3,M
1311512,반포,7호선,733,내부,고속터미널(7) 방면4-4,지하,B2,지하,B3,M
1311513,반포,7호선,733,6,6번 출입구,지하,B2,지상,1,M
1311514,반포,7호선,733,1,1번 출입구,지하,B2,지상,1,M
1311522,고속터미널,7호선,734,내부,반포 방면3-3,지하,B3,지하,B2,M
1311523,고속터미널,7호선,734,내부,내방 방면6-2,지하,B3,지하,B2,M
1311549,내방,7호선,735,내부,고속터미널(7) 방면 5-2,지하,B2,지하,B3,M
1311550,내방,7호선,735,내부,이수(7) 방면 4-2,지하,B2,지하,B3,M
1311551,내방,7호선,735,내부,고객안전실 측,지하,B1,지하,B2,M
1311552,내방,7호선,735,3,3번 출입구,지하,B1,지상,1,M
1311553,내방,7호선,735,5,5번 출입구,지하,B1,지상,1,M
1311564,이수,7호선,736,내부,내방 방면4-2,지하,B3,지하,B4,M
1311565,이수,7호선,736,내부,남성 방면5-3,지하,B3,지하,B4,M
1311566,이수,7호선,736,11,11번 출입구,지하,B3,지상,1,M
1311596,남성,7호선,737,내부,이수(7) 방면6-2,지하,B2,지하,B3,M
1311597,남성,7호선,737,내부,숭실대입구 방면3-3,지하,B2,지하,B3,M
1311598,남성,7호선,737,3,3번 출입구,지하,B2,지상,1,M
1311610,숭실대입구,7호선,738,내부,상도 방면3-3,지하,B2,지하,B6,I
1311611,숭실대입구,7호선,738,2,2번 출입구,지하,B2,지상,1,M
1311622,상도,7호선,739,내부,숭실대입구 방면4-4,지하,B2,지하,B3,M
1311623,상도,7호선,739,내부,장승배기 방면4-4,지하,B2,지하,B3,M
1311624,상도,7호선,739,5,5번 출입구,지하,B2,지상,1,M
1311636,장승배기,7호선,740,내부,상도 방면4-4,지하,B2,지하,B3,M
1311637,장승배기,7호선,740,내부,신대방삼거리 방면4-4,지하,B2,지하,B3,M
1311638,장승배기,7호선,740,2,2번 출입구,지하,B2,지상,1,M
1311649,신대방삼거리,7호선,741,내부,장승배기 방면4-4,지하,B2,지하,B3,M
1311650,신대방삼거리,7호선,741,내부,보라매 방면4-4,지하,B2,지하,B3,M
1311651,신대방삼거리,7호선,741,내부,고객안전실 측,지하,B1,지하,B2,M
1311652,신대방삼거리,7호선,741,3,3번 출입구,지하,B1,지상,1,M
1311665,보라매,7호선,742,내부,"신풍 방면5-1, 신대방삼거리 방면4-4",지하,B1,지하,B2,M
1311666,보라매,7호선,742,6,6번 출입구,지하,B1,지상,1,M
1311671,신풍,7호선,743,내부,보라매 방면5-4,지하,B1,지하,B2,M
1311672,신풍,7호선,743,내부,대림(7) 방면4-1,지하,B1,지하,B2,M
1311673,신풍,7호선,743,4,4번 출입구,지하,B1,지상,1,M
1311674,신풍,7호선,743,5,5번 출입구,지하,B1,지상,1,M
1311679,대림,7호선,744,내부,신풍 방면5-1,지하,B1,지하,B2,M
1311680,대림,7호선,744,내부,남구로 방면4-4,지하,B1,지하,B2,M
1311681,대림,7호선,744,10,10번 출입구,지하,B1,지상,1,M
1312048,남한산성입구,8호선,823,"3,4",단대오거리 방면4-1,지하,B3,지상,1,M
1312055,단대오거리,8호선,824,내부,남한산성입구 방면2-4,지하,B3,지하,B1,M
1311988,석촌,8호선,815,1,1번 출입구,지하,B1,지상,1,M
1312056,단대오거리,8호선,824,내부,신흥 방면5-1,지하,B3,지하,B1,M
1311991,송파,8호선,816,1,"1,2번 출입구 사이",지하,B1,지상,1,I
1312057,단대오거리,8호선,824,4,4번 출입구,지하,B1,지상,1,M
1312062,신흥,8호선,825,내부,단대오거리 방면4-1,지하,B2,지하,B1,M
1312063,신흥,8호선,825,내부,수진 방면3-4,지하,B2,지하,B1,M
1311989,송파,8호선,816,내부,"가락시장 방면 3-4,4-1 사이",지하,B2,지하,B1,M
1312064,수진,8호선,826,내부,신흥 방면3-4,지하,B2,지하,B1,M
1311990,송파,8호선,816,내부,석촌 방면3-4,지하,B2,지하,B1,M
1312065,수진,8호선,826,내부,모란 방면4-1,지하,B2,지하,B1,M
1781127,송파,8호선,816,내부,4번 출입구,지하,B1,지상,1,I
1312067,모란,8호선,827,내부,수진 방면5-2,지하,B3,지하,B1,M
1312068,모란,8호선,827,내부,모란 방면2-3,지하,B3,지하,B2,M
1312069,모란,8호선,827,11,11번 출입구,지하,B1,지상,1,M
1775064,남위례,8호선,821,1,대합실(1번 출입구),지상,1,지상,2,M
1775065,남위례,8호선,821,5,5번 출입구,지상,1,지상,4,M
1775066,남위례,8호선,821,내부,산성 방면3-4,지상,2,지상,3,M
1813096,암사역사공원,8호선,809,1,1번 출입구,지하,B1,지상,1,M
1813094,암사역사공원,8호선,809,내부,암사 방면3-4,지하,B1,지하,B2,S
1813095,암사역사공원,8호선,809,내부,장자호수공원 방면6-1,지하,B1,지하,B2,M
1813097,암사역사공원,8호선,809,3,3번 출입구,지하,B1,지상,1,M
1825449,복정,8호선,820,1,1번 출입구,지하,B1,지상,1,M
1824637,산성,8호선,822,내부,E/S 11호기 옆,지하,B2,지하,B1,M
1311942,암사,8호선,810,내부,암사역사공원 방면3-4,지하,B2,지하,B1,M
1311943,암사,8호선,810,내부,천호 방면4-1,지하,B2,지하,B1,M
1311944,암사,8호선,810,3,"3,4번 출입구 사이",지하,B1,지상,1,M
1311949,천호,8호선,811,내부,암사 방면2-2,지하,B2,지하,B1,M
1311950,천호,8호선,811,내부,강동구청 방면5-4,지하,B2,지하,B1,M
1311955,강동구청,8호선,812,내부,천호 방면4-2,지하,B3,지하,B2,M
1311956,강동구청,8호선,812,내부,"몽촌토성 방면 3-2,3-3 사이",지하,B3,지하,B2,M
1311957,강동구청,8호선,812,4,4번 출입구,지하,B2,지상,1,M
1311963,몽촌토성,8호선,813,내부,강동구청 방면3-4,지하,B3,지하,B2,M
1311964,몽촌토성,8호선,813,내부,잠실 방면3-4,지하,B3,지하,B2,M
1311965,몽촌토성,8호선,813,내부,대합실,지하,B2,지하,B1,M
1311966,몽촌토성,8호선,813,4,"대합실(B1, 4번 출입구 화장실 앞)",지하,B1,지상,1,M
1311975,잠실,8호선,814,내부,몽촌토성 방면2-3,지하,B3,지하,B1,M
1311976,잠실,8호선,814,내부,석촌 방면5-2,지하,B3,지하,B1,M
1311977,잠실,8호선,814,9,9번 출입구,지하,B1,지상,1,M
1311992,가락시장,8호선,817,내부,송파 방면5-4,지하,B2,지하,B1,M
1311993,가락시장,8호선,817,내부,문정 방면2-3,지하,B2,지하,B1,M
1620277,수진,8호선,826,3,3번 출입구,지하,B1,지상,1,M
1790210,문정,8호선,818,4,4번 출입구,지하,B1,지상,1,M
1311986,석촌,8호선,815,내부,암사 방면3-4,지하,B2,지하,B1,I
1311987,석촌,8호선,815,내부,잠실 방면 3-4,지하,B2,지하,B1,M
1311994,가락시장,8호선,817,내부,암사 방면6-4,지하,B3,지하,B2,M
1311995,가락시장,8호선,817,내부,환승통로(문정 방면1-1),지하,B3,지하,B2,M
1311996,가락시장,8호선,817,"1,2","1,2번 출입구 사이",지하,B2,지상,1,M
1311997,가락시장,8호선,817,"3,4","3,4번 출입구 사이",지하,B1,지상,1,M
1312010,문정,8호선,818,내부,가락시장 방면3-4,지하,B2,지하,B1,M
1312011,문정,8호선,818,내부,장지 방면4-1,지하,B2,지하,B1,M
1312012,문정,8호선,818,2,2번 출입구,지하,B1,지상,1,M
1312015,장지,8호선,819,내부,문정 방면4-1,지하,B2,지하,B1,M
1312016,장지,8호선,819,내부,복정 방면3-4,지하,B2,지하,B1,M
1312017,장지,8호선,819,1,1번 출입구,지하,B1,지상,1,M
1312018,장지,8호선,819,3,3번 출입구,지하,B1,지상,1,M
1312025,복정,8호선,820,내부,"장지 방면3-4, 남위례 방면3-4",지하,B3,지하,B1,M
1312030,산성,8호선,822,내부,남위례 방면6-2,지하,B3,지하,B2,M
1312031,산성,8호선,822,내부,남한산성입구 방면1-3,지하,B3,지하,B2,M
1312033,산성,8호선,822,3,3번 출입구,지하,B1,지상,1,M
1312047,남한산성입구,8호선,823,내부,산성 방면3-4,지하,B2,지하,B3,M
